MIEJSCOWOŚĆ 	 WIELKOŚĆ 	 ODLEGŁOŚĆ DO MORZA 	 NAZWA 	 DATA 	 CENA ZA CAŁOŚĆ 	 CENA ZA DZIEŃ 	 NR TELEFONU 	 LINK 
Bagicz 	 0 	 0.69 km 	 None 	 17.08 - 26.08 	 0.00 zł 	 0.00 zł 	 --- 	 https://www.booking.com/hotel/hr/apartment-cunski-7867b.html#hotelTmpl 
Bagicz 	 0 	 0.69 km 	 None 	 17.08 - 26.08 	 0.00 zł 	 0.00 zł 	 --- 	 https://www.booking.com/hotel/hr/apartment-artatore-8022c.html#hotelTmpl 
Bagicz 	 0 	 0.69 km 	 None 	 17.08 - 26.08 	 0.00 zł 	 0.00 zł 	 --- 	 https://www.booking.com/hotel/hr/apartment-a-7935-a-artatore-losinj.html#hotelTmpl 
Bagicz 	 0 	 0.69 km 	 <h2 class="hp__hotel-name" id="hp_hotel_name">
<span class="bui-badge bh-property-type bh-property-type--constructive-dark" data-component="bh/exposure-counter" data-exposure-name="property_tag_hp" data-exposure-value="1" style="margin-top: -3px;">Apartments</span>
Villa Lavanda
</h2> 	 17.08 - 26.08 	 0.00 zł 	 0.00 zł 	 --- 	 https://www.booking.com/hotel/hr/villa-lavanda-cunski.html#hotelTmpl 
Bagicz 	 0 	 0.69 km 	 <h2 class="hp__hotel-name" id="hp_hotel_name">
<span class="bui-badge bh-property-type bh-property-type--constructive-dark" data-component="bh/exposure-counter" data-exposure-name="property_tag_hp" data-exposure-value="1" style="margin-top: -3px;">Apartment</span>
Apartment Angela
</h2> 	 17.08 - 26.08 	 0.00 zł 	 0.00 zł 	 --- 	 https://www.booking.com/hotel/hr/apartment-angela-cunski.html#hotelTmpl 
Bagicz 	 0 	 0.69 km 	 None 	 17.08 - 26.08 	 0.00 zł 	 0.00 zł 	 --- 	 https://www.booking.com/hotel/hr/apartman-artatore.html#hotelTmpl 
Bagicz 	 0 	 0.69 km 	 None 	 17.08 - 26.08 	 0.00 zł 	 0.00 zł 	 --- 	 https://www.booking.com/hotel/hr/apartment-mikic-cunski.html#hotelTmpl 
Bagicz 	 0 	 0.69 km 	 None 	 17.08 - 26.08 	 0.00 zł 	 0.00 zł 	 --- 	 https://www.booking.com/hotel/hr/pineta-3.html#hotelTmpl 
Bagicz 	 0 	 0.69 km 	 <h2 class="hp__hotel-name" id="hp_hotel_name">
<span class="bui-badge bh-property-type bh-property-type--constructive-dark" data-component="bh/exposure-counter" data-exposure-name="property_tag_hp" data-exposure-value="1" style="margin-top: -3px;">Vacation Home</span>
Seaside holiday house Artatore, Losinj - 7937
</h2> 	 17.08 - 26.08 	 0.00 zł 	 0.00 zł 	 --- 	 https://www.booking.com/hotel/hr/holiday-home-k-7937-artatore-losinj.html#hotelTmpl 
Bagicz 	 0 	 0.69 km 	 None 	 17.08 - 26.08 	 0.00 zł 	 0.00 zł 	 --- 	 https://www.booking.com/hotel/hr/apartment-a-8005-a-artatore-losinj.html#hotelTmpl 
Bagicz 	 0 	 0.69 km 	 None 	 17.08 - 26.08 	 0.00 zł 	 0.00 zł 	 --- 	 https://www.booking.com/hotel/hr/apartments-nusret.html#hotelTmpl 
Bagicz 	 0 	 0.69 km 	 None 	 17.08 - 26.08 	 0.00 zł 	 0.00 zł 	 --- 	 https://www.booking.com/hotel/hr/holiday-home-quot-4m-quot-cunski-losinj.html#hotelTmpl 
Bagicz 	 0 	 0.69 km 	 <h2 class="hp__hotel-name" id="hp_hotel_name">
<span class="bui-badge bh-property-type bh-property-type--constructive-dark" data-component="bh/exposure-counter" data-exposure-name="property_tag_hp" data-exposure-value="1" style="margin-top: -3px;">Apartments</span>
Apartments Eki
</h2> 	 17.08 - 26.08 	 0.00 zł 	 0.00 zł 	 --- 	 https://www.booking.com/hotel/hr/eki.html#hotelTmpl 
Bagicz 	 0 	 0.69 km 	 None 	 17.08 - 26.08 	 0.00 zł 	 0.00 zł 	 --- 	 https://www.booking.com/hotel/hr/apartment-a-7934-b-artatore-losinj.html#hotelTmpl 
Bagicz 	 0 	 0.69 km 	 <h2 class="hp__hotel-name" id="hp_hotel_name">
<span class="bui-badge bh-property-type bh-property-type--constructive-dark" data-component="bh/exposure-counter" data-exposure-name="property_tag_hp" data-exposure-value="1" style="margin-top: -3px;">Apartment</span>
Apartments by the sea Artatore, Losinj - 8008
</h2> 	 17.08 - 26.08 	 0.00 zł 	 0.00 zł 	 --- 	 https://www.booking.com/hotel/hr/apartment-artatore-8008a.html#hotelTmpl 
Bagicz 	 0 	 0.69 km 	 <h2 class="hp__hotel-name" id="hp_hotel_name">
<span class="bui-badge bh-property-type bh-property-type--constructive-dark" data-component="bh/exposure-counter" data-exposure-name="property_tag_hp" data-exposure-value="1" style="margin-top: -3px;">Apartment</span>
Apartment Cunski 7867c
</h2> 	 17.08 - 26.08 	 0.00 zł 	 0.00 zł 	 --- 	 https://www.booking.com/hotel/hr/apartment-cunski-7867c.html#hotelTmpl 
Bagicz 	 0 	 0.69 km 	 <h2 class="hp__hotel-name" id="hp_hotel_name">
<span class="bui-badge bh-property-type bh-property-type--constructive-dark" data-component="bh/exposure-counter" data-exposure-name="property_tag_hp" data-exposure-value="1" style="margin-top: -3px;">Apartments</span>
Apartments by the sea Artatore, Losinj - 8091
</h2> 	 17.08 - 26.08 	 0.00 zł 	 0.00 zł 	 --- 	 https://www.booking.com/hotel/hr/apartment-artatore-8091a.html#hotelTmpl 
Bagicz 	 0 	 0.69 km 	 <h2 class="hp__hotel-name" id="hp_hotel_name">
<span class="bui-badge bh-property-type bh-property-type--constructive-dark" data-component="bh/exposure-counter" data-exposure-name="property_tag_hp" data-exposure-value="1" style="margin-top: -3px;">Apartment</span>
Apartment Artatore 8022d
</h2> 	 17.08 - 26.08 	 0.00 zł 	 0.00 zł 	 --- 	 https://www.booking.com/hotel/hr/apartment-artatore-8022d.html#hotelTmpl 
Bagicz 	 0 	 0.69 km 	 <h2 class="hp__hotel-name" id="hp_hotel_name">
<span class="bui-badge bh-property-type bh-property-type--constructive-dark" data-component="bh/exposure-counter" data-exposure-name="property_tag_hp" data-exposure-value="1" style="margin-top: -3px;">Apartments</span>
Apartments by the sea Artatore, Losinj - 2509
</h2> 	 17.08 - 26.08 	 0.00 zł 	 0.00 zł 	 --- 	 https://www.booking.com/hotel/hr/apartment-a-2509-e-artatore-losinj.html#hotelTmpl 
Bagicz 	 0 	 0.69 km 	 <h2 class="hp__hotel-name" id="hp_hotel_name">
<span class="bui-badge bh-property-type bh-property-type--constructive-dark" data-component="bh/exposure-counter" data-exposure-name="property_tag_hp" data-exposure-value="1" style="margin-top: -3px;">Apartments</span>
Apartments Adri
</h2> 	 17.08 - 26.08 	 0.00 zł 	 0.00 zł 	 --- 	 https://www.booking.com/hotel/hr/apartments-adri-cunski.html#hotelTmpl 
Bagicz 	 0 	 0.69 km 	 <h2 class="hp__hotel-name" id="hp_hotel_name">
<span class="bui-badge bh-property-type bh-property-type--constructive-dark" data-component="bh/exposure-counter" data-exposure-name="property_tag_hp" data-exposure-value="1" style="margin-top: -3px;">Apartment</span>
Apartments by the sea Artatore, Losinj - 2474
</h2> 	 17.08 - 26.08 	 0.00 zł 	 0.00 zł 	 --- 	 https://www.booking.com/hotel/hr/apartment-a-2474-a-artatore-losinj.html#hotelTmpl 
Bagicz 	 0 	 0.69 km 	 None 	 17.08 - 26.08 	 0.00 zł 	 0.00 zł 	 --- 	 https://www.booking.com/hotel/hr/apartment-fani-cunski.html#hotelTmpl 
Bagicz 	 0 	 0.69 km 	 <h2 class="hp__hotel-name" id="hp_hotel_name">
<span class="bui-badge bh-property-type bh-property-type--constructive-dark" data-component="bh/exposure-counter" data-exposure-name="property_tag_hp" data-exposure-value="1" style="margin-top: -3px;">Apartment</span>
Marilena 2
</h2> 	 17.08 - 26.08 	 0.00 zł 	 0.00 zł 	 --- 	 https://www.booking.com/hotel/hr/marilena-2.html#hotelTmpl 
Bagicz 	 0 	 0.69 km 	 None 	 17.08 - 26.08 	 0.00 zł 	 0.00 zł 	 --- 	 https://www.booking.com/hotel/hr/apartment-a-2475-b-artatore-losinj.html#hotelTmpl 
Bagicz 	 0 	 0.69 km 	 None 	 17.08 - 26.08 	 0.00 zł 	 0.00 zł 	 --- 	 https://www.booking.com/hotel/hr/marilena-1.html#hotelTmpl 
Bagicz 	 0 	 0.69 km 	 <h2 class="hp__hotel-name" id="hp_hotel_name">
<span class="bui-badge bh-property-type bh-property-type--constructive-dark" data-component="bh/exposure-counter" data-exposure-name="property_tag_hp" data-exposure-value="1" style="margin-top: -3px;">Villa</span>
Country House
</h2> 	 17.08 - 26.08 	 0.00 zł 	 0.00 zł 	 --- 	 https://www.booking.com/hotel/hr/country-house-cunski.html#hotelTmpl 
Bagicz 	 0 	 0.69 km 	 <h2 class="hp__hotel-name" id="hp_hotel_name">
<span class="bui-badge bh-property-type bh-property-type--constructive-dark" data-component="bh/exposure-counter" data-exposure-name="property_tag_hp" data-exposure-value="1" style="margin-top: -3px;">Vacation Home</span>
Lošinj house Robinzon Studenčić Island Lošinj
</h2> 	 17.08 - 26.08 	 0.00 zł 	 0.00 zł 	 --- 	 https://www.booking.com/hotel/hr/house-robinzon-studencic-island-losinj.html#hotelTmpl 
Bagicz 	 0 	 0.69 km 	 <h2 class="hp__hotel-name" id="hp_hotel_name">
<span class="bui-badge bh-property-type bh-property-type--constructive-dark" data-component="bh/exposure-counter" data-exposure-name="property_tag_hp" data-exposure-value="1" style="margin-top: -3px;">Apartment</span>
Apartments by the sea Artatore, Losinj - 8020
</h2> 	 17.08 - 26.08 	 0.00 zł 	 0.00 zł 	 --- 	 https://www.booking.com/hotel/hr/apartment-artatore-8020a.html#hotelTmpl 
Bagicz 	 0 	 0.69 km 	 None 	 17.08 - 26.08 	 0.00 zł 	 0.00 zł 	 --- 	 https://www.booking.com/hotel/hr/apartment-matija-cunski.html#hotelTmpl 
Bagicz 	 0 	 0.69 km 	 <h2 class="hp__hotel-name" id="hp_hotel_name">
<span class="bui-badge bh-property-type bh-property-type--constructive-dark" data-component="bh/exposure-counter" data-exposure-name="property_tag_hp" data-exposure-value="1" style="margin-top: -3px;">Apartment</span>
Apartment Artatore 2475a
</h2> 	 17.08 - 26.08 	 0.00 zł 	 0.00 zł 	 --- 	 https://www.booking.com/hotel/hr/apartment-a-2475-a-artatore-losinj.html#hotelTmpl 
Bagicz 	 0 	 0.69 km 	 <h2 class="hp__hotel-name" id="hp_hotel_name">
<span class="bui-badge bh-property-type bh-property-type--constructive-dark" data-component="bh/exposure-counter" data-exposure-name="property_tag_hp" data-exposure-value="1" style="margin-top: -3px;">Apartments</span>
Apartments with a parking space Artatore, Losinj - 8007
</h2> 	 17.08 - 26.08 	 0.00 zł 	 0.00 zł 	 --- 	 https://www.booking.com/hotel/hr/apartment-artatore-8007b.html#hotelTmpl 
Bagicz 	 0 	 0.69 km 	 <h2 class="hp__hotel-name" id="hp_hotel_name">
<span class="bui-badge bh-property-type bh-property-type--constructive-dark" data-component="bh/exposure-counter" data-exposure-name="property_tag_hp" data-exposure-value="1" style="margin-top: -3px;">Apartments</span>
Apartments and rooms with parking space Cunski, Losinj - 2498
</h2> 	 17.08 - 26.08 	 0.00 zł 	 0.00 zł 	 --- 	 https://www.booking.com/hotel/hr/double-room-cunski-2498a.html#hotelTmpl 
Bagicz 	 0 	 0.69 km 	 <h2 class="hp__hotel-name" id="hp_hotel_name">
<span class="bui-badge bh-property-type bh-property-type--constructive-dark" data-component="bh/exposure-counter" data-exposure-name="property_tag_hp" data-exposure-value="1" style="margin-top: -3px;">Apartments</span>
Apartments with a parking space Cunski, Losinj - 8010
</h2> 	 17.08 - 26.08 	 0.00 zł 	 0.00 zł 	 --- 	 https://www.booking.com/hotel/hr/apartment-a-8010-a-cunski-losinj.html#hotelTmpl 
Bagicz 	 0 	 0.69 km 	 <h2 class="hp__hotel-name" id="hp_hotel_name">
<span class="bui-badge bh-property-type bh-property-type--constructive-dark" data-component="bh/exposure-counter" data-exposure-name="property_tag_hp" data-exposure-value="1" style="margin-top: -3px;">Apartments</span>
Apartmani Lakic
</h2> 	 17.08 - 26.08 	 0.00 zł 	 0.00 zł 	 --- 	 https://www.booking.com/hotel/hr/apartmani-lakic.html#hotelTmpl 
Bagicz 	 0 	 0.69 km 	 <h2 class="hp__hotel-name" id="hp_hotel_name">
<span class="bui-badge bh-property-type bh-property-type--constructive-dark" data-component="bh/exposure-counter" data-exposure-name="property_tag_hp" data-exposure-value="1" style="margin-top: -3px;">Apartment</span>
APARTMAN KRAJINOVIĆ
</h2> 	 17.08 - 26.08 	 0.00 zł 	 0.00 zł 	 --- 	 https://www.booking.com/hotel/hr/apartman-krajinovic.html#hotelTmpl 
Bagicz 	 0 	 0.69 km 	 None 	 17.08 - 26.08 	 0.00 zł 	 0.00 zł 	 --- 	 https://www.booking.com/hotel/hr/garden-appartment-mali-losinj.html#hotelTmpl 
Bagicz 	 0 	 0.69 km 	 None 	 17.08 - 26.08 	 0.00 zł 	 0.00 zł 	 --- 	 https://www.booking.com/hotel/hr/apartment-artatore-5377c.html#hotelTmpl 
Bagicz 	 0 	 0.69 km 	 <h2 class="hp__hotel-name" id="hp_hotel_name">
<span class="bui-badge bh-property-type bh-property-type--constructive-dark" data-component="bh/exposure-counter" data-exposure-name="property_tag_hp" data-exposure-value="1" style="margin-top: -3px;">Apartments</span>
Apartman Biserka
</h2> 	 17.08 - 26.08 	 0.00 zł 	 0.00 zł 	 --- 	 https://www.booking.com/hotel/hr/apartman-biserka-cunski.html#hotelTmpl 
Bagicz 	 0 	 0.69 km 	 None 	 17.08 - 26.08 	 0.00 zł 	 0.00 zł 	 --- 	 https://www.booking.com/hotel/hr/simpatico.html#hotelTmpl 
Bagicz 	 0 	 0.69 km 	 None 	 17.08 - 26.08 	 0.00 zł 	 0.00 zł 	 --- 	 https://www.booking.com/hotel/hr/oaza-cunski.html#hotelTmpl 
Bagicz 	 0 	 0.69 km 	 <h2 class="hp__hotel-name" id="hp_hotel_name">
<span class="bui-badge bh-property-type bh-property-type--constructive-dark" data-component="bh/exposure-counter" data-exposure-name="property_tag_hp" data-exposure-value="1" style="margin-top: -3px;">Apartment</span>
Nanić
</h2> 	 17.08 - 26.08 	 0.00 zł 	 0.00 zł 	 --- 	 https://www.booking.com/hotel/hr/nanic.html#hotelTmpl 
Bagicz 	 0 	 0.69 km 	 <h2 class="hp__hotel-name" id="hp_hotel_name">
<span class="bui-badge bh-property-type bh-property-type--constructive-dark" data-component="bh/exposure-counter" data-exposure-name="property_tag_hp" data-exposure-value="1" style="margin-top: -3px;">Vacation Home</span>
Seaside holiday house Artatore, Losinj - 17102
</h2> 	 17.08 - 26.08 	 0.00 zł 	 0.00 zł 	 --- 	 https://www.booking.com/hotel/hr/seaside-holiday-house-artatore-losinj-17102.html#hotelTmpl 
Bagicz 	 0 	 0.69 km 	 None 	 17.08 - 26.08 	 0.00 zł 	 0.00 zł 	 --- 	 https://www.booking.com/hotel/hr/apartmani-sirovica.html#hotelTmpl 
Bagicz 	 0 	 0.69 km 	 <h2 class="hp__hotel-name" id="hp_hotel_name">
<span class="bui-badge bh-property-type bh-property-type--constructive-dark" data-component="bh/exposure-counter" data-exposure-name="property_tag_hp" data-exposure-value="1" style="margin-top: -3px;">Apartments</span>
Apartments Nedjeljko
</h2> 	 17.08 - 26.08 	 0.00 zł 	 0.00 zł 	 --- 	 https://www.booking.com/hotel/hr/apartments-nedjeljko-cunski.html#hotelTmpl 
Bagicz 	 0 	 0.69 km 	 <h2 class="hp__hotel-name" id="hp_hotel_name">
<span class="bui-badge bh-property-type bh-property-type--constructive-dark" data-component="bh/exposure-counter" data-exposure-name="property_tag_hp" data-exposure-value="1" style="margin-top: -3px;">Apartments</span>
Apartments with a parking space Artatore, Losinj - 8087
</h2> 	 17.08 - 26.08 	 0.00 zł 	 0.00 zł 	 --- 	 https://www.booking.com/hotel/hr/apartment-artatore-8087b.html#hotelTmpl 
Bagicz 	 0 	 0.69 km 	 <h2 class="hp__hotel-name" id="hp_hotel_name">
<span class="bui-badge bh-property-type bh-property-type--constructive-dark" data-component="bh/exposure-counter" data-exposure-name="property_tag_hp" data-exposure-value="1" style="margin-top: -3px;">Apartments</span>
118 Ćunski
</h2> 	 17.08 - 26.08 	 0.00 zł 	 0.00 zł 	 --- 	 https://www.booking.com/hotel/hr/118-cunski.html#hotelTmpl 
Bagicz 	 0 	 0.69 km 	 <h2 class="hp__hotel-name" id="hp_hotel_name">
<span class="bui-badge bh-property-type bh-property-type--constructive-dark" data-component="bh/exposure-counter" data-exposure-name="property_tag_hp" data-exposure-value="1" style="margin-top: -3px;">Apartments</span>
Apartments by the sea Artatore, Losinj - 8023
</h2> 	 17.08 - 26.08 	 0.00 zł 	 0.00 zł 	 --- 	 https://www.booking.com/hotel/hr/studio-artatore-8023a.html#hotelTmpl 
Bagicz 	 0 	 0.69 km 	 None 	 17.08 - 26.08 	 0.00 zł 	 0.00 zł 	 --- 	 https://www.booking.com/hotel/hr/sustainable-sun-powered-holiday-home-liski-3.html#hotelTmpl 
Bagnity 	 0 	 3.71 km 	 None 	 17.08 - 26.08 	 0.00 zł 	 0.00 zł 	 --- 	 https://www.booking.com/hotel/hr/apartman-baja.html#hotelTmpl 
Bagnity 	 0 	 3.71 km 	 None 	 17.08 - 26.08 	 0.00 zł 	 0.00 zł 	 --- 	 https://www.booking.com/hotel/hr/apartment-mali-losinj-2496a.html#hotelTmpl 
Bagnity 	 0 	 3.71 km 	 <h2 class="hp__hotel-name" id="hp_hotel_name">
<span class="bui-badge bh-property-type bh-property-type--constructive-dark" data-component="bh/exposure-counter" data-exposure-name="property_tag_hp" data-exposure-value="1" style="margin-top: -3px;">Apartments</span>
Family friendly seaside apartments Artatore, Losinj - 2475
</h2> 	 17.08 - 26.08 	 0.00 zł 	 0.00 zł 	 --- 	 https://www.booking.com/hotel/hr/apartment-a-2475-c-artatore-losinj.html#hotelTmpl 
Bagnity 	 0 	 3.71 km 	 <h2 class="hp__hotel-name" id="hp_hotel_name">
<span class="bui-badge bh-property-type bh-property-type--constructive-dark" data-component="bh/exposure-counter" data-exposure-name="property_tag_hp" data-exposure-value="1" style="margin-top: -3px;">Vacation Home</span>
Casa Verde
</h2> 	 17.08 - 26.08 	 0.00 zł 	 0.00 zł 	 --- 	 https://www.booking.com/hotel/hr/casa-verde-cunski.html#hotelTmpl 
Bagnity 	 0 	 3.71 km 	 None 	 17.08 - 26.08 	 0.00 zł 	 0.00 zł 	 --- 	 https://www.booking.com/hotel/hr/studio-cunski-07.html#hotelTmpl 
Bagnity 	 0 	 3.71 km 	 <h2 class="hp__hotel-name" id="hp_hotel_name">
<span class="bui-badge bh-property-type bh-property-type--constructive-dark" data-component="bh/exposure-counter" data-exposure-name="property_tag_hp" data-exposure-value="1" style="margin-top: -3px;">Apartment</span>
Apartment Ana
</h2> 	 17.08 - 26.08 	 0.00 zł 	 0.00 zł 	 --- 	 https://www.booking.com/hotel/hr/apartment-ana-cunski.html#hotelTmpl 
Bagnity 	 0 	 3.71 km 	 <h2 class="hp__hotel-name" id="hp_hotel_name">
<span class="bui-badge bh-property-type bh-property-type--constructive-dark" data-component="bh/exposure-counter" data-exposure-name="property_tag_hp" data-exposure-value="1" style="margin-top: -3px;">Apartment</span>
Apartments with a parking space Artatore, Losinj - 7938
</h2> 	 17.08 - 26.08 	 0.00 zł 	 0.00 zł 	 --- 	 https://www.booking.com/hotel/hr/apartment-artatore-7938a.html#hotelTmpl 
Bagnity 	 0 	 3.71 km 	 None 	 17.08 - 26.08 	 0.00 zł 	 0.00 zł 	 --- 	 https://www.booking.com/hotel/hr/eco-aprtment-zabodarski.html#hotelTmpl 
Bagnity 	 0 	 3.71 km 	 None 	 17.08 - 26.08 	 0.00 zł 	 0.00 zł 	 --- 	 https://www.booking.com/hotel/hr/apartment-a-2509-a-artatore-losinj.html#hotelTmpl 
Bagnity 	 0 	 3.71 km 	 <h2 class="hp__hotel-name" id="hp_hotel_name">
<span class="bui-badge bh-property-type bh-property-type--constructive-dark" data-component="bh/exposure-counter" data-exposure-name="property_tag_hp" data-exposure-value="1" style="margin-top: -3px;">Apartment</span>
Apartment Ella
</h2> 	 17.08 - 26.08 	 0.00 zł 	 0.00 zł 	 --- 	 https://www.booking.com/hotel/hr/apartment-ella-cunski.html#hotelTmpl 
Bagnity 	 0 	 3.71 km 	 <h2 class="hp__hotel-name" id="hp_hotel_name">
<span class="bui-badge bh-property-type bh-property-type--constructive-dark" data-component="bh/exposure-counter" data-exposure-name="property_tag_hp" data-exposure-value="1" style="margin-top: -3px;">Apartments</span>
La Meri
</h2> 	 17.08 - 26.08 	 0.00 zł 	 0.00 zł 	 --- 	 https://www.booking.com/hotel/hr/la-meri.html#hotelTmpl 
Bagnity 	 0 	 3.71 km 	 None 	 17.08 - 26.08 	 0.00 zł 	 0.00 zł 	 --- 	 https://www.booking.com/hotel/hr/apartman-opal.html#hotelTmpl 
Bagnity 	 0 	 3.71 km 	 <h2 class="hp__hotel-name" id="hp_hotel_name">
<span class="bui-badge bh-property-type bh-property-type--constructive-dark" data-component="bh/exposure-counter" data-exposure-name="property_tag_hp" data-exposure-value="1" style="margin-top: -3px;">Apartment</span>
Studio Artatore 8007a
</h2> 	 17.08 - 26.08 	 0.00 zł 	 0.00 zł 	 --- 	 https://www.booking.com/hotel/hr/studio-artatore-8007a.html#hotelTmpl 
Bagnity 	 0 	 3.71 km 	 <h2 class="hp__hotel-name" id="hp_hotel_name">
<span class="bui-badge bh-property-type bh-property-type--constructive-dark" data-component="bh/exposure-counter" data-exposure-name="property_tag_hp" data-exposure-value="1" style="margin-top: -3px;">Apartment</span>
Dusko not operate in 2020 year
</h2> 	 17.08 - 26.08 	 0.00 zł 	 0.00 zł 	 --- 	 https://www.booking.com/hotel/hr/dusko.html#hotelTmpl 
Bagnity 	 0 	 3.71 km 	 <h2 class="hp__hotel-name" id="hp_hotel_name">
<span class="bui-badge bh-property-type bh-property-type--constructive-dark" data-component="bh/exposure-counter" data-exposure-name="property_tag_hp" data-exposure-value="1" style="margin-top: -3px;">Apartment</span>
Apartments by the sea Artatore, Losinj - 7952
</h2> 	 17.08 - 26.08 	 0.00 zł 	 0.00 zł 	 --- 	 https://www.booking.com/hotel/hr/studio-as-7952-a-artatore-losinj.html#hotelTmpl 
Bagnity 	 0 	 3.71 km 	 None 	 17.08 - 26.08 	 0.00 zł 	 0.00 zł 	 --- 	 https://www.booking.com/hotel/hr/holiday-home-mance.html#hotelTmpl 
Bagnity 	 0 	 3.71 km 	 <h2 class="hp__hotel-name" id="hp_hotel_name">
<span class="bui-badge bh-property-type bh-property-type--constructive-dark" data-component="bh/exposure-counter" data-exposure-name="property_tag_hp" data-exposure-value="1" style="margin-top: -3px;">Apartment</span>
Apartments in Artatore/Insel Losinj 27884
</h2> 	 17.08 - 26.08 	 0.00 zł 	 0.00 zł 	 --- 	 https://www.booking.com/hotel/hr/apartments-in-artatore-insel-losinj-27884.html#hotelTmpl 
Bagnity 	 0 	 3.71 km 	 <h2 class="hp__hotel-name" id="hp_hotel_name">
<span class="bui-badge bh-property-type bh-property-type--constructive-dark" data-component="bh/exposure-counter" data-exposure-name="property_tag_hp" data-exposure-value="1" style="margin-top: -3px;">Apartments</span>
Apartments with a parking space Cunski, Losinj - 7867
</h2> 	 17.08 - 26.08 	 0.00 zł 	 0.00 zł 	 --- 	 https://www.booking.com/hotel/hr/apartment-cunski-7867b.html#hotelTmpl 
Bagnity 	 0 	 3.71 km 	 None 	 17.08 - 26.08 	 0.00 zł 	 0.00 zł 	 --- 	 https://www.booking.com/hotel/hr/apartment-artatore-8022c.html#hotelTmpl 
Bagnity 	 0 	 3.71 km 	 <h2 class="hp__hotel-name" id="hp_hotel_name">
<span class="bui-badge bh-property-type bh-property-type--constructive-dark" data-component="bh/exposure-counter" data-exposure-name="property_tag_hp" data-exposure-value="1" style="margin-top: -3px;">Apartments</span>
Apartments by the sea Artatore, Losinj - 7935
</h2> 	 17.08 - 26.08 	 0.00 zł 	 0.00 zł 	 --- 	 https://www.booking.com/hotel/hr/apartment-a-7935-a-artatore-losinj.html#hotelTmpl 
Bagnity 	 0 	 3.71 km 	 <h2 class="hp__hotel-name" id="hp_hotel_name">
<span class="bui-badge bh-property-type bh-property-type--constructive-dark" data-component="bh/exposure-counter" data-exposure-name="property_tag_hp" data-exposure-value="1" style="margin-top: -3px;">Apartments</span>
Villa Lavanda
</h2> 	 17.08 - 26.08 	 0.00 zł 	 0.00 zł 	 --- 	 https://www.booking.com/hotel/hr/villa-lavanda-cunski.html#hotelTmpl 
